,title,location,bedrooms,bathrooms,price,rate
1442,FlattorentinWestlands,"Westlandsdowntown,Westlands,Nairobi",2,2,75000,PerMonth
1443,FlattorentinHurlingham,Hurlingham,2,2,75000,PerMonth
1444,FlattorentinKileleshwa,"KileleshwaNairobi,Kileleshwa,Nairobi",2,2,55000,PerMonth
1445,FlattorentinKilimani,"Kilimani,Nairobi",3,3,75000,PerMonth
1446,FlattorentinNyali,Nyali,3,2,45000,PerMonth
1447,FlattorentinSpringValley,"GrevilleaGroveSpringValley,SpringValley,Nairobi",2,3,65000,PerMonth
1448,FlattorentinWestlands,"Westlands,Nairobi",2,2,100000,PerMonth
1449,FlattorentinKileleshwa,"Vihigaroad,Kileleshwa,Nairobi",3,3,100000,PerMonth
1450,FlattorentinRiverside,"RiversideDrNairobi,Riverside,Nairobi",3,3,200000,PerMonth
1451,FlattorentinKileleshwa,"Kileleshwa,Nairobi",3,4,70000,PerMonth
1452,FlattorentinNyali,"LinksRdMombasa,Nyali,Mombasa",3,2,38000,PerMonth
1453,FlattorentinKileleshwa,"Kileleshwa,Nairobi",1,1,110000,PerMonth
1454,FlattorentinKahawaWendani,"ThikaRdNairobi,KahawaWendani,Nairobi",4,2,57750,PerMonth
1455,FlattorentinKilimani,"Kilimani,Nairobi",2,3,65000,PerMonth
1456,FlattorentinWestlands,Westlands,3,3,78000,PerMonth
1457,FlattorentinMuthaiga,"Muthaiga,Nairobi",4,5,300000,PerMonth
1458,FlattorentinNyali,"Nyali,Mombasa",1,1,5000,PerDay
1459,FlattorentinKahawaWendani,"ThikaRdNairobi,KahawaWendani,Nairobi",4,2,57750,PerMonth
1460,FlattorentinWestlands,"Westlands,Nairobi",4,2,165000,PerMonth
1461,FlattorentinKikuyu,"KikuyuTownBusparkKikuyu,Kikuyu,Kikuyu",3,3,55000,PerMonth
1462,FlattorentinShanzu,"Shanzu,Mombasa",1,1,55000,PerMonth
1463,FlattorentinWestlands,"Westlandsdowntown,Westlands,Nairobi",2,2,75000,PerMonth
1464,FlattorentinHurlingham,Hurlingham,2,2,75000,PerMonth
1465,FlattorentinKileleshwa,"KileleshwaNairobi,Kileleshwa,Nairobi",2,2,55000,PerMonth
1466,FlattorentinKilimani,"Kilimani,Nairobi",3,3,75000,PerMonth
1467,FlattorentinNyali,Nyali,3,2,45000,PerMonth
1468,FlattorentinSpringValley,"GrevilleaGroveSpringValley,SpringValley,Nairobi",2,3,65000,PerMonth
1469,FlattorentinWestlands,"Westlands,Nairobi",2,2,100000,PerMonth
1470,FlattorentinKileleshwa,"Vihigaroad,Kileleshwa,Nairobi",3,3,100000,PerMonth
1471,FlattorentinRiverside,"RiversideDrNairobi,Riverside,Nairobi",3,3,200000,PerMonth
1472,FlattorentinKileleshwa,"Kileleshwa,Nairobi",3,4,70000,PerMonth
1473,FlattorentinNyali,"LinksRdMombasa,Nyali,Mombasa",3,2,38000,PerMonth
1474,FlattorentinWestlands,Westlands,3,3,78000,PerMonth
1475,FlattorentinKileleshwa,"Kileleshwa,Nairobi",1,1,110000,PerMonth
1476,FlattorentinKahawaWendani,"ThikaRdNairobi,KahawaWendani,Nairobi",4,2,57750,PerMonth
1477,FlattorentinKilimani,"Kilimani,Nairobi",2,3,65000,PerMonth
1478,FlattorentinWestlands,Westlands,3,3,78000,PerMonth
1479,FlattorentinMuthaiga,"Muthaiga,Nairobi",4,5,300000,PerMonth
1480,FlattorentinNyali,"Nyali,Mombasa",1,1,5000,PerDay
1481,FlattorentinWestlands,"Westlands,Nairobi",4,2,165000,PerMonth
1482,FlattorentinKikuyu,"KikuyuTownBusparkKikuyu,Kikuyu,Kikuyu",3,3,55000,PerMonth
1483,FlattorentinShanzu,"Shanzu,Mombasa",1,1,55000,PerMonth
1484,FlattorentinWestlands,"Westlandsdowntown,Westlands,Nairobi",2,2,75000,PerMonth
1485,FlattorentinHurlingham,Hurlingham,2,2,75000,PerMonth
1486,FlattorentinKileleshwa,"KileleshwaNairobi,Kileleshwa,Nairobi",2,2,55000,PerMonth
1487,FlattorentinKilimani,"Kilimani,Nairobi",3,3,75000,PerMonth
1488,FlattorentinNyali,Nyali,3,2,45000,PerMonth
1489,FlattorentinSpringValley,"GrevilleaGroveSpringValley,SpringValley,Nairobi",2,3,65000,PerMonth
1490,FlattorentinWestlands,"Westlands,Nairobi",2,2,100000,PerMonth
1491,FlattorentinKileleshwa,"Vihigaroad,Kileleshwa,Nairobi",3,3,100000,PerMonth
1492,FlattorentinMuthaiga,"Muthaiga,Nairobi",4,5,300000,PerMonth
1493,FlattorentinRiverside,"RiversideDrNairobi,Riverside,Nairobi",3,3,200000,PerMonth
1494,FlattorentinKileleshwa,"Kileleshwa,Nairobi",3,4,70000,PerMonth
1495,FlattorentinNyali,"LinksRdMombasa,Nyali,Mombasa",3,2,38000,PerMonth
1496,FlattorentinKileleshwa,"Kileleshwa,Nairobi",1,1,110000,PerMonth
1497,FlattorentinKahawaWendani,"ThikaRdNairobi,KahawaWendani,Nairobi",4,2,57750,PerMonth
1498,FlattorentinKilimani,"Kilimani,Nairobi",2,3,65000,PerMonth
1499,FlattorentinWestlands,Westlands,3,3,78000,PerMonth
1500,FlattorentinMuthaiga,"Muthaiga,Nairobi",4,5,300000,PerMonth
1501,FlattorentinNyali,"Nyali,Mombasa",1,1,5000,PerDay
1502,FlattorentinWestlands,"Westlands,Nairobi",4,2,165000,PerMonth
1503,FlattorentinKikuyu,"KikuyuTownBusparkKikuyu,Kikuyu,Kikuyu",3,3,55000,PerMonth
1504,FlattorentinShanzu,"Shanzu,Mombasa",1,1,55000,PerMonth
1505,FlattorentinWestlands,"Westlandsdowntown,Westlands,Nairobi",2,2,75000,PerMonth
1506,FlattorentinHurlingham,Hurlingham,2,2,75000,PerMonth
1507,FlattorentinKileleshwa,"KileleshwaNairobi,Kileleshwa,Nairobi",2,2,55000,PerMonth
1508,FlattorentinKilimani,"Kilimani,Nairobi",3,3,75000,PerMonth
1509,FlattorentinNyali,Nyali,3,2,45000,PerMonth
1510,FlattorentinSpringValley,"GrevilleaGroveSpringValley,SpringValley,Nairobi",2,3,65000,PerMonth
1511,FlattorentinWestlands,"Westlands,Nairobi",2,2,100000,PerMonth
1512,FlattorentinKileleshwa,"Vihigaroad,Kileleshwa,Nairobi",3,3,100000,PerMonth
1513,FlattorentinRiverside,"RiversideDrNairobi,Riverside,Nairobi",3,3,200000,PerMonth
1514,FlattorentinKileleshwa,"Kileleshwa,Nairobi",3,4,70000,PerMonth
1515,FlattorentinNyali,"LinksRdMombasa,Nyali,Mombasa",3,2,38000,PerMonth
1516,FlattorentinKileleshwa,"Kileleshwa,Nairobi",1,1,110000,PerMonth
1517,FlattorentinKahawaWendani,"ThikaRdNairobi,KahawaWendani,Nairobi",4,2,57750,PerMonth
1518,FlattorentinKilimani,"Kilimani,Nairobi",2,3,65000,PerMonth
1519,FlattorentinWestlands,Westlands,3,3,78000,PerMonth
1520,FlattorentinMuthaiga,"Muthaiga,Nairobi",4,5,300000,PerMonth
1521,FlattorentinNyali,"Nyali,Mombasa",1,1,5000,PerDay
1522,FlattorentinWestlands,"Westlands,Nairobi",4,2,165000,PerMonth
1523,FlattorentinKikuyu,"KikuyuTownBusparkKikuyu,Kikuyu,Kikuyu",3,3,55000,PerMonth
1524,FlattorentinShanzu,"Shanzu,Mombasa",1,1,55000,PerMonth
1525,FlattorentinWestlands,"Westlandsdowntown,Westlands,Nairobi",2,2,75000,PerMonth
1526,FlattorentinHurlingham,Hurlingham,2,2,75000,PerMonth
1527,FlattorentinKileleshwa,"KileleshwaNairobi,Kileleshwa,Nairobi",2,2,55000,PerMonth
1528,FlattorentinKahawaWendani,"ThikaRdNairobi,KahawaWendani,Nairobi",4,2,57750,PerMonth
1529,FlattorentinKilimani,"Kilimani,Nairobi",3,3,75000,PerMonth
1530,FlattorentinNyali,Nyali,3,2,45000,PerMonth
1531,FlattorentinSpringValley,"GrevilleaGroveSpringValley,SpringValley,Nairobi",2,3,65000,PerMonth
1532,FlattorentinWestlands,"Westlands,Nairobi",2,2,100000,PerMonth
1533,FlattorentinKileleshwa,"Vihigaroad,Kileleshwa,Nairobi",3,3,100000,PerMonth
1534,FlattorentinRiverside,"RiversideDrNairobi,Riverside,Nairobi",3,3,200000,PerMonth
1535,FlattorentinKileleshwa,"Kileleshwa,Nairobi",3,4,70000,PerMonth
1536,FlattorentinNyali,"LinksRdMombasa,Nyali,Mombasa",3,2,38000,PerMonth
1537,FlattorentinKileleshwa,"Kileleshwa,Nairobi",1,1,110000,PerMonth
1538,FlattorentinKahawaWendani,"ThikaRdNairobi,KahawaWendani,Nairobi",4,2,57750,PerMonth
1539,FlattorentinKilimani,"Kilimani,Nairobi",2,3,65000,PerMonth
1540,FlattorentinWestlands,Westlands,3,3,78000,PerMonth
1541,FlattorentinMuthaiga,"Muthaiga,Nairobi",4,5,300000,PerMonth
1542,FlattorentinNyali,"Nyali,Mombasa",1,1,5000,PerDay
1543,FlattorentinWestlands,"Westlands,Nairobi",4,2,165000,PerMonth
1544,FlattorentinKikuyu,"KikuyuTownBusparkKikuyu,Kikuyu,Kikuyu",3,3,55000,PerMonth
1545,FlattorentinShanzu,"Shanzu,Mombasa",1,1,55000,PerMonth
1546,FlattorentinWestlands,"Westlandsdowntown,Westlands,Nairobi",2,2,75000,PerMonth
1547,FlattorentinHurlingham,Hurlingham,2,2,75000,PerMonth
1548,FlattorentinKileleshwa,"KileleshwaNairobi,Kileleshwa,Nairobi",2,2,55000,PerMonth
1549,FlattorentinKilimani,"Kilimani,Nairobi",3,3,75000,PerMonth
1550,FlattorentinNyali,Nyali,3,2,45000,PerMonth
1551,FlattorentinSpringValley,"GrevilleaGroveSpringValley,SpringValley,Nairobi",2,3,65000,PerMonth
1552,FlattorentinWestlands,"Westlands,Nairobi",2,2,100000,PerMonth
1553,FlattorentinNyali,"Nyali,Mombasa",1,1,5000,PerDay
1554,FlattorentinKileleshwa,"Vihigaroad,Kileleshwa,Nairobi",3,3,100000,PerMonth
1555,FlattorentinRiverside,"RiversideDrNairobi,Riverside,Nairobi",3,3,200000,PerMonth
1556,FlattorentinKileleshwa,"Kileleshwa,Nairobi",3,4,70000,PerMonth
1557,FlattorentinNyali,"LinksRdMombasa,Nyali,Mombasa",3,2,38000,PerMonth
1558,FlattorentinKileleshwa,"Kileleshwa,Nairobi",1,1,110000,PerMonth
1559,FlattorentinKahawaWendani,"ThikaRdNairobi,KahawaWendani,Nairobi",4,2,57750,PerMonth
1560,FlattorentinKilimani,"Kilimani,Nairobi",2,3,65000,PerMonth
1561,FlattorentinWestlands,Westlands,3,3,78000,PerMonth
1562,FlattorentinMuthaiga,"Muthaiga,Nairobi",4,5,300000,PerMonth
1563,FlattorentinNyali,"Nyali,Mombasa",1,1,5000,PerDay
1564,FlattorentinWestlands,"Westlands,Nairobi",4,2,165000,PerMonth
1565,FlattorentinKikuyu,"KikuyuTownBusparkKikuyu,Kikuyu,Kikuyu",3,3,55000,PerMonth
1566,FlattorentinShanzu,"Shanzu,Mombasa",1,1,55000,PerMonth
1567,FlattorentinWestlands,"Westlandsdowntown,Westlands,Nairobi",2,2,75000,PerMonth
1568,FlattorentinHurlingham,Hurlingham,2,2,75000,PerMonth
1569,FlattorentinRiverside,"RiversideDrNairobi,Riverside,Nairobi",3,3,200000,PerMonth
1570,FlattorentinKileleshwa,"KileleshwaNairobi,Kileleshwa,Nairobi",2,2,55000,PerMonth
1571,FlattorentinKilimani,"Kilimani,Nairobi",3,3,75000,PerMonth
1572,FlattorentinNyali,Nyali,3,2,45000,PerMonth
1573,FlattorentinSpringValley,"GrevilleaGroveSpringValley,SpringValley,Nairobi",2,3,65000,PerMonth
1574,FlattorentinWestlands,"Westlands,Nairobi",2,2,100000,PerMonth
1575,FlattorentinKileleshwa,"Vihigaroad,Kileleshwa,Nairobi",3,3,100000,PerMonth
1576,FlattorentinRiverside,"RiversideDrNairobi,Riverside,Nairobi",3,3,200000,PerMonth
1577,FlattorentinKileleshwa,"Kileleshwa,Nairobi",3,4,70000,PerMonth
1578,FlattorentinNyali,"LinksRdMombasa,Nyali,Mombasa",3,2,38000,PerMonth
1579,FlattorentinKileleshwa,"Kileleshwa,Nairobi",1,1,110000,PerMonth
1580,FlattorentinKahawaWendani,"ThikaRdNairobi,KahawaWendani,Nairobi",4,2,57750,PerMonth
1581,FlattorentinKilimani,"Kilimani,Nairobi",2,3,65000,PerMonth
1582,FlattorentinWestlands,Westlands,3,3,78000,PerMonth
1583,FlattorentinMuthaiga,"Muthaiga,Nairobi",4,5,300000,PerMonth
1584,FlattorentinNyali,"Nyali,Mombasa",1,1,5000,PerDay
1585,FlattorentinWestlands,"Westlands,Nairobi",4,2,165000,PerMonth
1586,FlattorentinKikuyu,"KikuyuTownBusparkKikuyu,Kikuyu,Kikuyu",3,3,55000,PerMonth
1587,FlattorentinShanzu,"Shanzu,Mombasa",1,1,55000,PerMonth
1588,FlattorentinWestlands,"Westlandsdowntown,Westlands,Nairobi",2,2,75000,PerMonth
1589,FlattorentinHurlingham,Hurlingham,2,2,75000,PerMonth
1590,FlattorentinKileleshwa,"KileleshwaNairobi,Kileleshwa,Nairobi",2,2,55000,PerMonth
1591,FlattorentinKilimani,"Kilimani,Nairobi",3,3,75000,PerMonth
1592,FlattorentinNyali,Nyali,3,2,45000,PerMonth
1593,FlattorentinWestlands,"Westlands,Nairobi",4,2,165000,PerMonth
1594,FlattorentinSpringValley,"GrevilleaGroveSpringValley,SpringValley,Nairobi",2,3,65000,PerMonth
1595,FlattorentinWestlands,"Westlands,Nairobi",2,2,100000,PerMonth
1596,FlattorentinKileleshwa,"Vihigaroad,Kileleshwa,Nairobi",3,3,100000,PerMonth
1597,FlattorentinRiverside,"RiversideDrNairobi,Riverside,Nairobi",3,3,200000,PerMonth
1598,FlattorentinKileleshwa,"Kileleshwa,Nairobi",3,4,70000,PerMonth
1599,FlattorentinNyali,"LinksRdMombasa,Nyali,Mombasa",3,2,38000,PerMonth
1600,FlattorentinKileleshwa,"Kileleshwa,Nairobi",1,1,110000,PerMonth
1601,FlattorentinKahawaWendani,"ThikaRdNairobi,KahawaWendani,Nairobi",4,2,57750,PerMonth
1602,FlattorentinKilimani,"Kilimani,Nairobi",2,3,65000,PerMonth
1603,FlattorentinWestlands,Westlands,3,3,78000,PerMonth
1604,FlattorentinMuthaiga,"Muthaiga,Nairobi",4,5,300000,PerMonth
1605,FlattorentinNyali,"Nyali,Mombasa",1,1,5000,PerDay
1606,FlattorentinWestlands,"Westlands,Nairobi",4,2,165000,PerMonth
1607,FlattorentinKikuyu,"KikuyuTownBusparkKikuyu,Kikuyu,Kikuyu",3,3,55000,PerMonth
1608,FlattorentinShanzu,"Shanzu,Mombasa",1,1,55000,PerMonth
1609,FlattorentinNyali,Nyali,3,2,45000,PerMonth
1610,FlattorentinWestlands,"Westlandsdowntown,Westlands,Nairobi",2,2,75000,PerMonth
1611,FlattorentinHurlingham,Hurlingham,2,2,75000,PerMonth
1612,FlattorentinKileleshwa,"KileleshwaNairobi,Kileleshwa,Nairobi",2,2,55000,PerMonth
1613,FlattorentinKilimani,"Kilimani,Nairobi",3,3,75000,PerMonth
1614,FlattorentinNyali,Nyali,3,2,45000,PerMonth
1615,FlattorentinSpringValley,"GrevilleaGroveSpringValley,SpringValley,Nairobi",2,3,65000,PerMonth
1616,FlattorentinWestlands,"Westlands,Nairobi",2,2,100000,PerMonth
1617,FlattorentinKileleshwa,"Vihigaroad,Kileleshwa,Nairobi",3,3,100000,PerMonth
1618,FlattorentinRiverside,"RiversideDrNairobi,Riverside,Nairobi",3,3,200000,PerMonth
1619,FlattorentinKileleshwa,"Kileleshwa,Nairobi",3,4,70000,PerMonth
1620,FlattorentinNyali,"LinksRdMombasa,Nyali,Mombasa",3,2,38000,PerMonth
1621,FlattorentinKileleshwa,"Kileleshwa,Nairobi",1,1,110000,PerMonth
1622,FlattorentinKahawaWendani,"ThikaRdNairobi,KahawaWendani,Nairobi",4,2,57750,PerMonth
1623,FlattorentinKilimani,"Kilimani,Nairobi",2,3,65000,PerMonth
1624,FlattorentinWestlands,Westlands,3,3,78000,PerMonth
1625,FlattorentinMuthaiga,"Muthaiga,Nairobi",4,5,300000,PerMonth
1626,FlattorentinNyali,"Nyali,Mombasa",1,1,5000,PerDay
1627,FlattorentinWestlands,"Westlands,Nairobi",4,2,165000,PerMonth
1628,FlattorentinKikuyu,"KikuyuTownBusparkKikuyu,Kikuyu,Kikuyu",3,3,55000,PerMonth
1629,FlattorentinNyali,"LinksRdMombasa,Nyali,Mombasa",3,2,38000,PerMonth
1630,FlattorentinShanzu,"Shanzu,Mombasa",1,1,55000,PerMonth
1631,FlattorentinWestlands,"Westlandsdowntown,Westlands,Nairobi",2,2,75000,PerMonth
1632,FlattorentinHurlingham,Hurlingham,2,2,75000,PerMonth
1633,FlattorentinKileleshwa,"KileleshwaNairobi,Kileleshwa,Nairobi",2,2,55000,PerMonth
1634,FlattorentinKilimani,"Kilimani,Nairobi",3,3,75000,PerMonth
1635,FlattorentinNyali,Nyali,3,2,45000,PerMonth
1636,FlattorentinSpringValley,"GrevilleaGroveSpringValley,SpringValley,Nairobi",2,3,65000,PerMonth
1637,FlattorentinWestlands,"Westlands,Nairobi",2,2,100000,PerMonth
1638,FlattorentinKileleshwa,"Vihigaroad,Kileleshwa,Nairobi",3,3,100000,PerMonth
1639,FlattorentinRiverside,"RiversideDrNairobi,Riverside,Nairobi",3,3,200000,PerMonth
1640,FlattorentinKileleshwa,"Kileleshwa,Nairobi",3,4,70000,PerMonth
1641,FlattorentinNyali,"LinksRdMombasa,Nyali,Mombasa",3,2,38000,PerMonth
1642,FlattorentinKileleshwa,"Kileleshwa,Nairobi",1,1,110000,PerMonth
1643,FlattorentinKahawaWendani,"ThikaRdNairobi,KahawaWendani,Nairobi",4,2,57750,PerMonth
1644,FlattorentinKilimani,"Kilimani,Nairobi",2,3,65000,PerMonth
1645,FlattorentinWestlands,Westlands,3,3,78000,PerMonth
1646,FlattorentinMuthaiga,"Muthaiga,Nairobi",4,5,300000,PerMonth
1647,FlattorentinNyali,"Nyali,Mombasa",1,1,5000,PerDay
1648,FlattorentinWestlands,"Westlands,Nairobi",4,2,165000,PerMonth
1649,FlattorentinKikuyu,"KikuyuTownBusparkKikuyu,Kikuyu,Kikuyu",3,3,55000,PerMonth
1650,FlattorentinShanzu,"Shanzu,Mombasa",1,1,55000,PerMonth
1651,FlattorentinWestlands,"Westlandsdowntown,Westlands,Nairobi",2,2,75000,PerMonth
1652,FlattorentinNyali,"LinksRdMombasa,Nyali,Mombasa",3,2,38000,PerMonth
1653,FlattorentinHurlingham,Hurlingham,2,2,75000,PerMonth
1654,FlattorentinKileleshwa,"KileleshwaNairobi,Kileleshwa,Nairobi",2,2,55000,PerMonth
1655,FlattorentinKilimani,"Kilimani,Nairobi",3,3,75000,PerMonth
1656,FlattorentinNyali,Nyali,3,2,45000,PerMonth
1657,FlattorentinSpringValley,"GrevilleaGroveSpringValley,SpringValley,Nairobi",2,3,65000,PerMonth
1658,FlattorentinWestlands,"Westlands,Nairobi",2,2,100000,PerMonth
1659,FlattorentinKileleshwa,"Vihigaroad,Kileleshwa,Nairobi",3,3,100000,PerMonth
1660,FlattorentinRiverside,"RiversideDrNairobi,Riverside,Nairobi",3,3,200000,PerMonth
1661,FlattorentinKileleshwa,"Kileleshwa,Nairobi",3,4,70000,PerMonth
1662,FlattorentinNyali,"LinksRdMombasa,Nyali,Mombasa",3,2,38000,PerMonth
1663,FlattorentinKileleshwa,"Kileleshwa,Nairobi",1,1,110000,PerMonth
1664,FlattorentinKahawaWendani,"ThikaRdNairobi,KahawaWendani,Nairobi",4,2,57750,PerMonth
1665,FlattorentinKilimani,"Kilimani,Nairobi",2,3,65000,PerMonth
1666,FlattorentinWestlands,Westlands,3,3,78000,PerMonth
1667,FlattorentinMuthaiga,"Muthaiga,Nairobi",4,5,300000,PerMonth
1668,FlattorentinNyali,"Nyali,Mombasa",1,1,5000,PerDay
1669,FlattorentinWestlands,"Westlands,Nairobi",4,2,165000,PerMonth
1670,FlattorentinKikuyu,"KikuyuTownBusparkKikuyu,Kikuyu,Kikuyu",3,3,55000,PerMonth
1671,FlattorentinShanzu,"Shanzu,Mombasa",1,1,55000,PerMonth
1672,FlattorentinWestlands,"Westlandsdowntown,Westlands,Nairobi",2,2,75000,PerMonth
1673,FlattorentinHurlingham,Hurlingham,2,2,75000,PerMonth
1674,FlattorentinKileleshwa,"KileleshwaNairobi,Kileleshwa,Nairobi",2,2,55000,PerMonth
1675,FlattorentinKilimani,"Kilimani,Nairobi",3,3,75000,PerMonth
1676,FlattorentinNyali,Nyali,3,2,45000,PerMonth
1677,FlattorentinSpringValley,"GrevilleaGroveSpringValley,SpringValley,Nairobi",2,3,65000,PerMonth
1678,FlattorentinHurlingham,Hurlingham,2,2,75000,PerMonth
1679,FlattorentinWestlands,"Westlands,Nairobi",2,2,100000,PerMonth
1680,FlattorentinKileleshwa,"Vihigaroad,Kileleshwa,Nairobi",3,3,100000,PerMonth
1681,FlattorentinRiverside,"RiversideDrNairobi,Riverside,Nairobi",3,3,200000,PerMonth
1682,FlattorentinKileleshwa,"Kileleshwa,Nairobi",3,4,70000,PerMonth
1683,FlattorentinNyali,"LinksRdMombasa,Nyali,Mombasa",3,2,38000,PerMonth
1684,FlattorentinKileleshwa,"Kileleshwa,Nairobi",1,1,110000,PerMonth
1685,FlattorentinKahawaWendani,"ThikaRdNairobi,KahawaWendani,Nairobi",4,2,57750,PerMonth
1686,FlattorentinKilimani,"Kilimani,Nairobi",2,3,65000,PerMonth
1687,FlattorentinWestlands,Westlands,3,3,78000,PerMonth
1688,FlattorentinMuthaiga,"Muthaiga,Nairobi",4,5,300000,PerMonth
1689,FlattorentinNyali,"Nyali,Mombasa",1,1,5000,PerDay
1690,FlattorentinWestlands,"Westlands,Nairobi",4,2,165000,PerMonth
1691,FlattorentinWestlands,"Westlands,Nairobi",4,2,165000,PerMonth
1692,FlattorentinKikuyu,"KikuyuTownBusparkKikuyu,Kikuyu,Kikuyu",3,3,55000,PerMonth
1693,FlattorentinShanzu,"Shanzu,Mombasa",1,1,55000,PerMonth
1694,FlattorentinWestlands,"Westlandsdowntown,Westlands,Nairobi",2,2,75000,PerMonth
1695,FlattorentinHurlingham,Hurlingham,2,2,75000,PerMonth
1696,FlattorentinKileleshwa,"KileleshwaNairobi,Kileleshwa,Nairobi",2,2,55000,PerMonth
1697,FlattorentinKilimani,"Kilimani,Nairobi",3,3,75000,PerMonth
1698,FlattorentinNyali,Nyali,3,2,45000,PerMonth
1699,FlattorentinSpringValley,"GrevilleaGroveSpringValley,SpringValley,Nairobi",2,3,65000,PerMonth
1700,FlattorentinWestlands,"Westlands,Nairobi",2,2,100000,PerMonth
1701,FlattorentinKileleshwa,"Vihigaroad,Kileleshwa,Nairobi",3,3,100000,PerMonth
1702,FlattorentinRiverside,"RiversideDrNairobi,Riverside,Nairobi",3,3,200000,PerMonth
1703,FlattorentinKileleshwa,"KileleshwaNairobi,Kileleshwa,Nairobi",2,2,55000,PerMonth
1704,FlattorentinKileleshwa,"Kileleshwa,Nairobi",3,4,70000,PerMonth
1705,FlattorentinNyali,"LinksRdMombasa,Nyali,Mombasa",3,2,38000,PerMonth
1706,FlattorentinKileleshwa,"Kileleshwa,Nairobi",1,1,110000,PerMonth
1707,FlattorentinKahawaWendani,"ThikaRdNairobi,KahawaWendani,Nairobi",4,2,57750,PerMonth
1708,FlattorentinKilimani,"Kilimani,Nairobi",2,3,65000,PerMonth
1709,FlattorentinWestlands,Westlands,3,3,78000,PerMonth
1710,FlattorentinMuthaiga,"Muthaiga,Nairobi",4,5,300000,PerMonth
1711,FlattorentinNyali,"Nyali,Mombasa",1,1,5000,PerDay
1712,FlattorentinWestlands,"Westlands,Nairobi",4,2,165000,PerMonth
1713,FlattorentinKikuyu,"KikuyuTownBusparkKikuyu,Kikuyu,Kikuyu",3,3,55000,PerMonth
1714,FlattorentinShanzu,"Shanzu,Mombasa",1,1,55000,PerMonth
1715,FlattorentinWestlands,"Westlandsdowntown,Westlands,Nairobi",2,2,75000,PerMonth
1716,FlattorentinHurlingham,Hurlingham,2,2,75000,PerMonth
1717,FlattorentinKileleshwa,"KileleshwaNairobi,Kileleshwa,Nairobi",2,2,55000,PerMonth
1718,FlattorentinKilimani,"Kilimani,Nairobi",3,3,75000,PerMonth
1719,FlattorentinNyali,Nyali,3,2,45000,PerMonth
1720,FlattorentinSpringValley,"GrevilleaGroveSpringValley,SpringValley,Nairobi",2,3,65000,PerMonth
1721,FlattorentinWestlands,"Westlands,Nairobi",2,2,100000,PerMonth
1722,FlattorentinKileleshwa,"Vihigaroad,Kileleshwa,Nairobi",3,3,100000,PerMonth
1723,FlattorentinRiverside,"RiversideDrNairobi,Riverside,Nairobi",3,3,200000,PerMonth
1724,FlattorentinKileleshwa,"Kileleshwa,Nairobi",3,4,70000,PerMonth
1725,FlattorentinNyali,"LinksRdMombasa,Nyali,Mombasa",3,2,38000,PerMonth
1726,FlattorentinKileleshwa,"Kileleshwa,Nairobi",1,1,110000,PerMonth
1727,FlattorentinKahawaWendani,"ThikaRdNairobi,KahawaWendani,Nairobi",4,2,57750,PerMonth
1728,FlattorentinKilimani,"Kilimani,Nairobi",2,3,65000,PerMonth
1729,FlattorentinWestlands,Westlands,3,3,78000,PerMonth
1730,FlattorentinMuthaiga,"Muthaiga,Nairobi",4,5,300000,PerMonth
1731,FlattorentinNyali,"Nyali,Mombasa",1,1,5000,PerDay
1732,FlattorentinWestlands,"Westlands,Nairobi",4,2,165000,PerMonth
1733,FlattorentinKikuyu,"KikuyuTownBusparkKikuyu,Kikuyu,Kikuyu",3,3,55000,PerMonth
1734,FlattorentinShanzu,"Shanzu,Mombasa",1,1,55000,PerMonth
1735,FlattorentinWestlands,"Westlandsdowntown,Westlands,Nairobi",2,2,75000,PerMonth
1736,FlattorentinHurlingham,Hurlingham,2,2,75000,PerMonth
1737,FlattorentinKileleshwa,"KileleshwaNairobi,Kileleshwa,Nairobi",2,2,55000,PerMonth
1738,FlattorentinKilimani,"Kilimani,Nairobi",3,3,75000,PerMonth
1739,FlattorentinNyali,Nyali,3,2,45000,PerMonth
1740,FlattorentinShanzu,"Shanzu,Mombasa",1,1,55000,PerMonth
1741,FlattorentinSpringValley,"GrevilleaGroveSpringValley,SpringValley,Nairobi",2,3,65000,PerMonth
1742,FlattorentinWestlands,"Westlands,Nairobi",2,2,100000,PerMonth
1743,FlattorentinKileleshwa,"Vihigaroad,Kileleshwa,Nairobi",3,3,100000,PerMonth
1744,FlattorentinRiverside,"RiversideDrNairobi,Riverside,Nairobi",3,3,200000,PerMonth
1745,FlattorentinKileleshwa,"Kileleshwa,Nairobi",3,4,70000,PerMonth
1746,FlattorentinNyali,"LinksRdMombasa,Nyali,Mombasa",3,2,38000,PerMonth
1747,FlattorentinKileleshwa,"Kileleshwa,Nairobi",1,1,110000,PerMonth
1748,FlattorentinKahawaWendani,"ThikaRdNairobi,KahawaWendani,Nairobi",4,2,57750,PerMonth
1749,FlattorentinKilimani,"Kilimani,Nairobi",2,3,65000,PerMonth
1750,FlattorentinWestlands,Westlands,3,3,78000,PerMonth
1751,FlattorentinMuthaiga,"Muthaiga,Nairobi",4,5,300000,PerMonth
1752,FlattorentinNyali,"Nyali,Mombasa",1,1,5000,PerDay
1753,FlattorentinWestlands,"Westlands,Nairobi",4,2,165000,PerMonth
1754,FlattorentinKikuyu,"KikuyuTownBusparkKikuyu,Kikuyu,Kikuyu",3,3,55000,PerMonth
1755,FlattorentinShanzu,"Shanzu,Mombasa",1,1,55000,PerMonth
