,title,location,bedrooms,bathrooms,price,rate
810,FlattorentinKikuyu,"KikuyuTownBusparkKikuyu,Kikuyu,Kikuyu",3,3,55000,PerMonth
811,FlattorentinShanzu,"Shanzu,Mombasa",1,1,55000,PerMonth
812,FlattorentinWestlands,"Westlandsdowntown,Westlands,Nairobi",2,2,75000,PerMonth
813,FlattorentinHurlingham,Hurlingham,2,2,75000,PerMonth
814,FlattorentinKileleshwa,"KileleshwaNairobi,Kileleshwa,Nairobi",2,2,55000,PerMonth
815,FlattorentinKilimani,"Kilimani,Nairobi",3,3,75000,PerMonth
816,FlattorentinNyali,Nyali,3,2,45000,PerMonth
817,FlattorentinSpringValley,"GrevilleaGroveSpringValley,SpringValley,Nairobi",2,3,65000,PerMonth
818,FlattorentinWestlands,"Westlands,Nairobi",2,2,100000,PerMonth
819,FlattorentinRiverside,"RiversideDrNairobi,Riverside,Nairobi",3,3,200000,PerMonth
820,FlattorentinKileleshwa,"Kileleshwa,Nairobi",3,4,70000,PerMonth
821,FlattorentinNyali,"LinksRdMombasa,Nyali,Mombasa",3,2,38000,PerMonth
822,FlattorentinLavington,"NearValleyArcade,Lavington,Nairobi",3,3,80000,PerMonth
823,FlattorentinKileleshwa,"Kileleshwa,Nairobi",1,1,110000,PerMonth
824,FlattorentinKahawaWendani,"ThikaRdNairobi,KahawaWendani,Nairobi",4,2,57750,PerMonth
825,FlattorentinKilimani,"Kilimani,Nairobi",2,3,65000,PerMonth
826,FlattorentinWestlands,Westlands,3,3,78000,PerMonth
827,FlattorentinMuthaiga,"Muthaiga,Nairobi",4,5,300000,PerMonth
828,FlattorentinNyali,"Nyali,Mombasa",1,1,5000,PerDay
829,FlattorentinWestlands,"Westlands,Nairobi",4,2,165000,PerMonth
830,FlattorentinKikuyu,"KikuyuTownBusparkKikuyu,Kikuyu,Kikuyu",3,3,55000,PerMonth
831,FlattorentinShanzu,"Shanzu,Mombasa",1,1,55000,PerMonth
832,FlattorentinWestlands,"Westlandsdowntown,Westlands,Nairobi",2,2,75000,PerMonth
833,FlattorentinWestlands,Westlands,3,3,78000,PerMonth
834,FlattorentinHurlingham,Hurlingham,2,2,75000,PerMonth
835,FlattorentinKileleshwa,"KileleshwaNairobi,Kileleshwa,Nairobi",2,2,55000,PerMonth
836,FlattorentinKilimani,"Kilimani,Nairobi",3,3,75000,PerMonth
837,FlattorentinNyali,Nyali,3,2,45000,PerMonth
838,FlattorentinSpringValley,"GrevilleaGroveSpringValley,SpringValley,Nairobi",2,3,65000,PerMonth
839,FlattorentinWestlands,"Westlands,Nairobi",2,2,100000,PerMonth
840,FlattorentinKileleshwa,"Vihigaroad,Kileleshwa,Nairobi",3,3,100000,PerMonth
841,FlattorentinRiverside,"RiversideDrNairobi,Riverside,Nairobi",3,3,200000,PerMonth
842,FlattorentinKileleshwa,"Kileleshwa,Nairobi",3,4,70000,PerMonth
843,FlattorentinNyali,"LinksRdMombasa,Nyali,Mombasa",3,2,38000,PerMonth
844,FlattorentinKileleshwa,"Kileleshwa,Nairobi",1,1,110000,PerMonth
845,FlattorentinKikuyu,"KikuyuTownBusparkKikuyu,Kikuyu,Kikuyu",3,3,55000,PerMonth
846,FlattorentinKahawaWendani,"ThikaRdNairobi,KahawaWendani,Nairobi",4,2,57750,PerMonth
847,FlattorentinKilimani,"Kilimani,Nairobi",2,3,65000,PerMonth
848,FlattorentinWestlands,Westlands,3,3,78000,PerMonth
849,FlattorentinMuthaiga,"Muthaiga,Nairobi",4,5,300000,PerMonth
850,FlattorentinNyali,"Nyali,Mombasa",1,1,5000,PerDay
851,FlattorentinWestlands,"Westlands,Nairobi",4,2,165000,PerMonth
852,FlattorentinKikuyu,"KikuyuTownBusparkKikuyu,Kikuyu,Kikuyu",3,3,55000,PerMonth
853,FlattorentinShanzu,"Shanzu,Mombasa",1,1,55000,PerMonth
854,FlattorentinWestlands,"Westlandsdowntown,Westlands,Nairobi",2,2,75000,PerMonth
855,FlattorentinHurlingham,Hurlingham,2,2,75000,PerMonth
856,FlattorentinKileleshwa,"KileleshwaNairobi,Kileleshwa,Nairobi",2,2,55000,PerMonth
857,FlattorentinKilimani,"Kilimani,Nairobi",3,3,75000,PerMonth
858,FlattorentinNyali,Nyali,3,2,45000,PerMonth
859,FlattorentinSpringValley,"GrevilleaGroveSpringValley,SpringValley,Nairobi",2,3,65000,PerMonth
860,FlattorentinWestlands,"Westlands,Nairobi",2,2,100000,PerMonth
861,FlattorentinKileleshwa,"Vihigaroad,Kileleshwa,Nairobi",3,3,100000,PerMonth
862,FlattorentinRiverside,"RiversideDrNairobi,Riverside,Nairobi",3,3,200000,PerMonth
863,FlattorentinKileleshwa,"Kileleshwa,Nairobi",3,4,70000,PerMonth
864,FlattorentinNyali,"LinksRdMombasa,Nyali,Mombasa",3,2,38000,PerMonth
865,FlattorentinKileleshwa,"Kileleshwa,Nairobi",1,1,110000,PerMonth
866,FlattorentinKahawaWendani,"ThikaRdNairobi,KahawaWendani,Nairobi",4,2,57750,PerMonth
867,FlattorentinKilimani,"Kilimani,Nairobi",2,3,65000,PerMonth
868,FlattorentinWestlands,Westlands,3,3,78000,PerMonth
869,FlattorentinMuthaiga,"Muthaiga,Nairobi",4,5,300000,PerMonth
870,FlattorentinWestlands,Westlands,3,3,78000,PerMonth
871,FlattorentinNyali,"Nyali,Mombasa",1,1,5000,PerDay
872,FlattorentinWestlands,"Westlands,Nairobi",4,2,165000,PerMonth
873,FlattorentinKikuyu,"KikuyuTownBusparkKikuyu,Kikuyu,Kikuyu",3,3,55000,PerMonth
874,FlattorentinShanzu,"Shanzu,Mombasa",1,1,55000,PerMonth
875,FlattorentinWestlands,"Westlandsdowntown,Westlands,Nairobi",2,2,75000,PerMonth
876,FlattorentinHurlingham,Hurlingham,2,2,75000,PerMonth
877,FlattorentinKileleshwa,"KileleshwaNairobi,Kileleshwa,Nairobi",2,2,55000,PerMonth
878,FlattorentinKilimani,"Kilimani,Nairobi",3,3,75000,PerMonth
879,FlattorentinNyali,Nyali,3,2,45000,PerMonth
880,FlattorentinSpringValley,"GrevilleaGroveSpringValley,SpringValley,Nairobi",2,3,65000,PerMonth
881,FlattorentinWestlands,"Westlands,Nairobi",2,2,100000,PerMonth
882,FlattorentinKileleshwa,"Vihigaroad,Kileleshwa,Nairobi",3,3,100000,PerMonth
883,FlattorentinRiverside,"RiversideDrNairobi,Riverside,Nairobi",3,3,200000,PerMonth
884,FlattorentinKileleshwa,"Kileleshwa,Nairobi",3,4,70000,PerMonth
885,FlattorentinNyali,"LinksRdMombasa,Nyali,Mombasa",3,2,38000,PerMonth
886,FlattorentinKileleshwa,"Kileleshwa,Nairobi",1,1,110000,PerMonth
887,FlattorentinKahawaWendani,"ThikaRdNairobi,KahawaWendani,Nairobi",4,2,57750,PerMonth
888,FlattorentinKilimani,"Kilimani,Nairobi",2,3,65000,PerMonth
889,FlattorentinWestlands,Westlands,3,3,78000,PerMonth
890,FlattorentinMuthaiga,"Muthaiga,Nairobi",4,5,300000,PerMonth
891,FlattorentinNyali,"Nyali,Mombasa",1,1,5000,PerDay
892,FlattorentinWestlands,"Westlands,Nairobi",4,2,165000,PerMonth
893,FlattorentinKikuyu,"KikuyuTownBusparkKikuyu,Kikuyu,Kikuyu",3,3,55000,PerMonth
894,FlattorentinShanzu,"Shanzu,Mombasa",1,1,55000,PerMonth
895,FlattorentinWestlands,"Westlandsdowntown,Westlands,Nairobi",2,2,75000,PerMonth
896,FlattorentinHurlingham,Hurlingham,2,2,75000,PerMonth
897,FlattorentinKileleshwa,"KileleshwaNairobi,Kileleshwa,Nairobi",2,2,55000,PerMonth
898,FlattorentinKilimani,"Kilimani,Nairobi",3,3,75000,PerMonth
899,FlattorentinNyali,Nyali,3,2,45000,PerMonth
900,FlattorentinSpringValley,"GrevilleaGroveSpringValley,SpringValley,Nairobi",2,3,65000,PerMonth
901,FlattorentinWestlands,"Westlands,Nairobi",2,2,100000,PerMonth
902,FlattorentinWestlands,Westlands,3,3,78000,PerMonth
903,FlattorentinKileleshwa,"Vihigaroad,Kileleshwa,Nairobi",3,3,100000,PerMonth
904,FlattorentinRiverside,"RiversideDrNairobi,Riverside,Nairobi",3,3,200000,PerMonth
905,FlattorentinKileleshwa,"Kileleshwa,Nairobi",3,4,70000,PerMonth
906,FlattorentinNyali,"LinksRdMombasa,Nyali,Mombasa",3,2,38000,PerMonth
907,FlattorentinKileleshwa,"Kileleshwa,Nairobi",1,1,110000,PerMonth
908,FlattorentinKahawaWendani,"ThikaRdNairobi,KahawaWendani,Nairobi",4,2,57750,PerMonth
909,FlattorentinKilimani,"Kilimani,Nairobi",2,3,65000,PerMonth
910,FlattorentinWestlands,Westlands,3,3,78000,PerMonth
911,FlattorentinMuthaiga,"Muthaiga,Nairobi",4,5,300000,PerMonth
912,FlattorentinNyali,"Nyali,Mombasa",1,1,5000,PerDay
913,FlattorentinWestlands,"Westlands,Nairobi",4,2,165000,PerMonth
914,FlattorentinKikuyu,"KikuyuTownBusparkKikuyu,Kikuyu,Kikuyu",3,3,55000,PerMonth
915,FlattorentinShanzu,"Shanzu,Mombasa",1,1,55000,PerMonth
916,FlattorentinWestlands,"Westlandsdowntown,Westlands,Nairobi",2,2,75000,PerMonth
917,FlattorentinShanzu,"Shanzu,Mombasa",1,1,55000,PerMonth
918,FlattorentinHurlingham,Hurlingham,2,2,75000,PerMonth
919,FlattorentinKileleshwa,"KileleshwaNairobi,Kileleshwa,Nairobi",2,2,55000,PerMonth
920,FlattorentinKilimani,"Kilimani,Nairobi",3,3,75000,PerMonth
921,FlattorentinNyali,Nyali,3,2,45000,PerMonth
922,FlattorentinSpringValley,"GrevilleaGroveSpringValley,SpringValley,Nairobi",2,3,65000,PerMonth
923,FlattorentinWestlands,"Westlands,Nairobi",2,2,100000,PerMonth
924,FlattorentinKileleshwa,"Vihigaroad,Kileleshwa,Nairobi",3,3,100000,PerMonth
925,FlattorentinRiverside,"RiversideDrNairobi,Riverside,Nairobi",3,3,200000,PerMonth
926,FlattorentinKileleshwa,"Kileleshwa,Nairobi",3,4,70000,PerMonth
927,FlattorentinNyali,"LinksRdMombasa,Nyali,Mombasa",3,2,38000,PerMonth
928,FlattorentinKileleshwa,"Kileleshwa,Nairobi",1,1,110000,PerMonth
929,FlattorentinKahawaWendani,"ThikaRdNairobi,KahawaWendani,Nairobi",4,2,57750,PerMonth
930,FlattorentinWestlands,"Westlandsdowntown,Westlands,Nairobi",2,2,75000,PerMonth
931,FlattorentinKilimani,"Kilimani,Nairobi",2,3,65000,PerMonth
932,FlattorentinWestlands,Westlands,3,3,78000,PerMonth
933,FlattorentinMuthaiga,"Muthaiga,Nairobi",4,5,300000,PerMonth
934,FlattorentinNyali,"Nyali,Mombasa",1,1,5000,PerDay
935,FlattorentinWestlands,"Westlands,Nairobi",4,2,165000,PerMonth
936,FlattorentinKikuyu,"KikuyuTownBusparkKikuyu,Kikuyu,Kikuyu",3,3,55000,PerMonth
937,FlattorentinShanzu,"Shanzu,Mombasa",1,1,55000,PerMonth
938,FlattorentinWestlands,"Westlandsdowntown,Westlands,Nairobi",2,2,75000,PerMonth
939,FlattorentinHurlingham,Hurlingham,2,2,75000,PerMonth
940,FlattorentinKileleshwa,"KileleshwaNairobi,Kileleshwa,Nairobi",2,2,55000,PerMonth
941,FlattorentinKilimani,"Kilimani,Nairobi",3,3,75000,PerMonth
942,FlattorentinNyali,Nyali,3,2,45000,PerMonth
943,FlattorentinSpringValley,"GrevilleaGroveSpringValley,SpringValley,Nairobi",2,3,65000,PerMonth
944,FlattorentinWestlands,"Westlands,Nairobi",2,2,100000,PerMonth
945,FlattorentinKileleshwa,"Vihigaroad,Kileleshwa,Nairobi",3,3,100000,PerMonth
946,FlattorentinRiverside,"RiversideDrNairobi,Riverside,Nairobi",3,3,200000,PerMonth
947,FlattorentinKileleshwa,"Kileleshwa,Nairobi",3,4,70000,PerMonth
948,FlattorentinNyali,"LinksRdMombasa,Nyali,Mombasa",3,2,38000,PerMonth
949,FlattorentinKileleshwa,"Kileleshwa,Nairobi",1,1,110000,PerMonth
950,FlattorentinKahawaWendani,"ThikaRdNairobi,KahawaWendani,Nairobi",4,2,57750,PerMonth
951,FlattorentinKilimani,"Kilimani,Nairobi",2,3,65000,PerMonth
952,FlattorentinWestlands,Westlands,3,3,78000,PerMonth
953,FlattorentinMuthaiga,"Muthaiga,Nairobi",4,5,300000,PerMonth
954,FlattorentinNyali,"Nyali,Mombasa",1,1,5000,PerDay
955,FlattorentinWestlands,"Westlands,Nairobi",4,2,165000,PerMonth
956,FlattorentinKileleshwa,"Vihigaroad,Kileleshwa,Nairobi",3,3,100000,PerMonth
957,FlattorentinKikuyu,"KikuyuTownBusparkKikuyu,Kikuyu,Kikuyu",3,3,55000,PerMonth
958,FlattorentinShanzu,"Shanzu,Mombasa",1,1,55000,PerMonth
959,FlattorentinWestlands,"Westlandsdowntown,Westlands,Nairobi",2,2,75000,PerMonth
960,FlattorentinHurlingham,Hurlingham,2,2,75000,PerMonth
961,FlattorentinKileleshwa,"KileleshwaNairobi,Kileleshwa,Nairobi",2,2,55000,PerMonth
962,FlattorentinKilimani,"Kilimani,Nairobi",3,3,75000,PerMonth
963,FlattorentinNyali,Nyali,3,2,45000,PerMonth
964,FlattorentinSpringValley,"GrevilleaGroveSpringValley,SpringValley,Nairobi",2,3,65000,PerMonth
965,FlattorentinWestlands,"Westlands,Nairobi",2,2,100000,PerMonth
966,FlattorentinKileleshwa,"Vihigaroad,Kileleshwa,Nairobi",3,3,100000,PerMonth
967,FlattorentinRiverside,"RiversideDrNairobi,Riverside,Nairobi",3,3,200000,PerMonth
968,FlattorentinKileleshwa,"Kileleshwa,Nairobi",3,4,70000,PerMonth
969,FlattorentinNyali,"LinksRdMombasa,Nyali,Mombasa",3,2,38000,PerMonth
970,FlattorentinKileleshwa,"Kileleshwa,Nairobi",1,1,110000,PerMonth
971,FlattorentinKahawaWendani,"ThikaRdNairobi,KahawaWendani,Nairobi",4,2,57750,PerMonth
972,FlattorentinKilimani,"Kilimani,Nairobi",2,3,65000,PerMonth
973,FlattorentinWestlands,Westlands,3,3,78000,PerMonth
974,FlattorentinMuthaiga,"Muthaiga,Nairobi",4,5,300000,PerMonth
975,FlattorentinNyali,"Nyali,Mombasa",1,1,5000,PerDay
976,FlattorentinWestlands,"Westlands,Nairobi",4,2,165000,PerMonth
977,FlattorentinKikuyu,"KikuyuTownBusparkKikuyu,Kikuyu,Kikuyu",3,3,55000,PerMonth
978,FlattorentinShanzu,"Shanzu,Mombasa",1,1,55000,PerMonth
979,FlattorentinWestlands,"Westlandsdowntown,Westlands,Nairobi",2,2,75000,PerMonth
980,FlattorentinKileleshwa,"KileleshwaNairobi,Kileleshwa,Nairobi",2,2,55000,PerMonth
981,FlattorentinHurlingham,Hurlingham,2,2,75000,PerMonth
982,FlattorentinKileleshwa,"KileleshwaNairobi,Kileleshwa,Nairobi",2,2,55000,PerMonth
983,FlattorentinKilimani,"Kilimani,Nairobi",3,3,75000,PerMonth
984,FlattorentinNyali,Nyali,3,2,45000,PerMonth
985,FlattorentinSpringValley,"GrevilleaGroveSpringValley,SpringValley,Nairobi",2,3,65000,PerMonth
986,FlattorentinWestlands,"Westlands,Nairobi",2,2,100000,PerMonth
987,FlattorentinKileleshwa,"Vihigaroad,Kileleshwa,Nairobi",3,3,100000,PerMonth
988,FlattorentinRiverside,"RiversideDrNairobi,Riverside,Nairobi",3,3,200000,PerMonth
989,FlattorentinKileleshwa,"Kileleshwa,Nairobi",3,4,70000,PerMonth
990,FlattorentinNyali,"LinksRdMombasa,Nyali,Mombasa",3,2,38000,PerMonth
991,FlattorentinKileleshwa,"Kileleshwa,Nairobi",1,1,110000,PerMonth
992,FlattorentinKahawaWendani,"ThikaRdNairobi,KahawaWendani,Nairobi",4,2,57750,PerMonth
993,FlattorentinKilimani,"Kilimani,Nairobi",2,3,65000,PerMonth
994,FlattorentinWestlands,Westlands,3,3,78000,PerMonth
995,FlattorentinMuthaiga,"Muthaiga,Nairobi",4,5,300000,PerMonth
996,FlattorentinNyali,"Nyali,Mombasa",1,1,5000,PerDay
997,FlattorentinWestlands,"Westlands,Nairobi",4,2,165000,PerMonth
998,FlattorentinKikuyu,"KikuyuTownBusparkKikuyu,Kikuyu,Kikuyu",3,3,55000,PerMonth
999,FlattorentinShanzu,"Shanzu,Mombasa",1,1,55000,PerMonth
1000,FlattorentinWestlands,"Westlandsdowntown,Westlands,Nairobi",2,2,75000,PerMonth
1001,FlattorentinKilimani,"Kilimani,Nairobi",3,3,75000,PerMonth
1002,FlattorentinHurlingham,Hurlingham,2,2,75000,PerMonth
1003,FlattorentinKileleshwa,"KileleshwaNairobi,Kileleshwa,Nairobi",2,2,55000,PerMonth
1004,FlattorentinKilimani,"Kilimani,Nairobi",3,3,75000,PerMonth
1005,FlattorentinNyali,Nyali,3,2,45000,PerMonth
1006,FlattorentinSpringValley,"GrevilleaGroveSpringValley,SpringValley,Nairobi",2,3,65000,PerMonth
1007,FlattorentinWestlands,"Westlands,Nairobi",2,2,100000,PerMonth
1008,FlattorentinKileleshwa,"Vihigaroad,Kileleshwa,Nairobi",3,3,100000,PerMonth
1009,FlattorentinRiverside,"RiversideDrNairobi,Riverside,Nairobi",3,3,200000,PerMonth
1010,FlattorentinKileleshwa,"Kileleshwa,Nairobi",3,4,70000,PerMonth
1011,FlattorentinNyali,"LinksRdMombasa,Nyali,Mombasa",3,2,38000,PerMonth
1012,FlattorentinWestlands,"Westlandsdowntown,Westlands,Nairobi",2,2,75000,PerMonth
1013,FlattorentinKileleshwa,"Kileleshwa,Nairobi",1,1,110000,PerMonth
1014,FlattorentinKahawaWendani,"ThikaRdNairobi,KahawaWendani,Nairobi",4,2,57750,PerMonth
1015,FlattorentinKilimani,"Kilimani,Nairobi",2,3,65000,PerMonth
1016,FlattorentinWestlands,Westlands,3,3,78000,PerMonth
1017,FlattorentinMuthaiga,"Muthaiga,Nairobi",4,5,300000,PerMonth
1018,FlattorentinNyali,"Nyali,Mombasa",1,1,5000,PerDay
1019,FlattorentinWestlands,"Westlands,Nairobi",4,2,165000,PerMonth
1020,FlattorentinKikuyu,"KikuyuTownBusparkKikuyu,Kikuyu,Kikuyu",3,3,55000,PerMonth
1021,FlattorentinShanzu,"Shanzu,Mombasa",1,1,55000,PerMonth
1022,FlattorentinWestlands,"Westlandsdowntown,Westlands,Nairobi",2,2,75000,PerMonth
1023,FlattorentinHurlingham,Hurlingham,2,2,75000,PerMonth
1024,FlattorentinKileleshwa,"KileleshwaNairobi,Kileleshwa,Nairobi",2,2,55000,PerMonth
1025,FlattorentinKilimani,"Kilimani,Nairobi",3,3,75000,PerMonth
1026,FlattorentinNyali,Nyali,3,2,45000,PerMonth
1027,FlattorentinSpringValley,"GrevilleaGroveSpringValley,SpringValley,Nairobi",2,3,65000,PerMonth
1028,FlattorentinWestlands,"Westlands,Nairobi",2,2,100000,PerMonth
1029,FlattorentinKileleshwa,"Vihigaroad,Kileleshwa,Nairobi",3,3,100000,PerMonth
1030,FlattorentinRiverside,"RiversideDrNairobi,Riverside,Nairobi",3,3,200000,PerMonth
1031,FlattorentinKileleshwa,"Kileleshwa,Nairobi",3,4,70000,PerMonth
1032,FlattorentinNyali,Nyali,3,2,45000,PerMonth
1033,FlattorentinNyali,"LinksRdMombasa,Nyali,Mombasa",3,2,38000,PerMonth
1034,FlattorentinKileleshwa,"Kileleshwa,Nairobi",1,1,110000,PerMonth
1035,FlattorentinKahawaWendani,"ThikaRdNairobi,KahawaWendani,Nairobi",4,2,57750,PerMonth
1036,FlattorentinKilimani,"Kilimani,Nairobi",2,3,65000,PerMonth
1037,FlattorentinWestlands,Westlands,3,3,78000,PerMonth
1038,FlattorentinMuthaiga,"Muthaiga,Nairobi",4,5,300000,PerMonth
1039,FlattorentinNyali,"Nyali,Mombasa",1,1,5000,PerDay
1040,FlattorentinWestlands,"Westlands,Nairobi",4,2,165000,PerMonth
1041,FlattorentinKikuyu,"KikuyuTownBusparkKikuyu,Kikuyu,Kikuyu",3,3,55000,PerMonth
1042,FlattorentinShanzu,"Shanzu,Mombasa",1,1,55000,PerMonth
1043,FlattorentinWestlands,"Westlandsdowntown,Westlands,Nairobi",2,2,75000,PerMonth
1044,FlattorentinHurlingham,Hurlingham,2,2,75000,PerMonth
1045,FlattorentinKileleshwa,"KileleshwaNairobi,Kileleshwa,Nairobi",2,2,55000,PerMonth
1046,FlattorentinKilimani,"Kilimani,Nairobi",3,3,75000,PerMonth
1047,FlattorentinNyali,Nyali,3,2,45000,PerMonth
1048,FlattorentinSpringValley,"GrevilleaGroveSpringValley,SpringValley,Nairobi",2,3,65000,PerMonth
1049,FlattorentinWestlands,"Westlands,Nairobi",2,2,100000,PerMonth
1050,FlattorentinKileleshwa,"Vihigaroad,Kileleshwa,Nairobi",3,3,100000,PerMonth
1051,FlattorentinRiverside,"RiversideDrNairobi,Riverside,Nairobi",3,3,200000,PerMonth
1052,FlattorentinKileleshwa,"Kileleshwa,Nairobi",3,4,70000,PerMonth
1053,FlattorentinNyali,"LinksRdMombasa,Nyali,Mombasa",3,2,38000,PerMonth
1054,FlattorentinKileleshwa,"Kileleshwa,Nairobi",1,1,110000,PerMonth
1055,FlattorentinKahawaWendani,"ThikaRdNairobi,KahawaWendani,Nairobi",4,2,57750,PerMonth
1056,FlattorentinKilimani,"Kilimani,Nairobi",2,3,65000,PerMonth
1057,FlattorentinWestlands,Westlands,3,3,78000,PerMonth
1058,FlattorentinMuthaiga,"Muthaiga,Nairobi",4,5,300000,PerMonth
1059,FlattorentinNyali,"Nyali,Mombasa",1,1,5000,PerDay
1060,FlattorentinWestlands,"Westlands,Nairobi",4,2,165000,PerMonth
1061,FlattorentinKikuyu,"KikuyuTownBusparkKikuyu,Kikuyu,Kikuyu",3,3,55000,PerMonth
1062,FlattorentinShanzu,"Shanzu,Mombasa",1,1,55000,PerMonth
1063,FlattorentinWestlands,"Westlandsdowntown,Westlands,Nairobi",2,2,75000,PerMonth
1064,FlattorentinWestlands,"Westlands,Nairobi",2,2,100000,PerMonth
1065,FlattorentinHurlingham,Hurlingham,2,2,75000,PerMonth
1066,FlattorentinKileleshwa,"KileleshwaNairobi,Kileleshwa,Nairobi",2,2,55000,PerMonth
1067,FlattorentinKilimani,"Kilimani,Nairobi",3,3,75000,PerMonth
1068,FlattorentinNyali,Nyali,3,2,45000,PerMonth
1069,FlattorentinSpringValley,"GrevilleaGroveSpringValley,SpringValley,Nairobi",2,3,65000,PerMonth
1070,FlattorentinWestlands,"Westlands,Nairobi",2,2,100000,PerMonth
1071,FlattorentinKileleshwa,"Vihigaroad,Kileleshwa,Nairobi",3,3,100000,PerMonth
1072,FlattorentinRiverside,"RiversideDrNairobi,Riverside,Nairobi",3,3,200000,PerMonth
1073,FlattorentinKileleshwa,"Kileleshwa,Nairobi",3,4,70000,PerMonth
1074,FlattorentinNyali,"LinksRdMombasa,Nyali,Mombasa",3,2,38000,PerMonth
1075,FlattorentinKileleshwa,"Kileleshwa,Nairobi",1,1,110000,PerMonth
1076,FlattorentinKahawaWendani,"ThikaRdNairobi,KahawaWendani,Nairobi",4,2,57750,PerMonth
1077,FlattorentinKilimani,"Kilimani,Nairobi",2,3,65000,PerMonth
1078,FlattorentinWestlands,Westlands,3,3,78000,PerMonth
1079,FlattorentinMuthaiga,"Muthaiga,Nairobi",4,5,300000,PerMonth
1080,FlattorentinNyali,"Nyali,Mombasa",1,1,5000,PerDay
1081,FlattorentinWestlands,"Westlands,Nairobi",4,2,165000,PerMonth
1082,FlattorentinKikuyu,"KikuyuTownBusparkKikuyu,Kikuyu,Kikuyu",3,3,55000,PerMonth
1083,FlattorentinShanzu,"Shanzu,Mombasa",1,1,55000,PerMonth
1084,FlattorentinWestlands,"Westlandsdowntown,Westlands,Nairobi",2,2,75000,PerMonth
1085,FlattorentinHurlingham,Hurlingham,2,2,75000,PerMonth
1086,FlattorentinKileleshwa,"KileleshwaNairobi,Kileleshwa,Nairobi",2,2,55000,PerMonth
1087,FlattorentinKileleshwa,"Kileleshwa,Nairobi",1,1,110000,PerMonth
1088,FlattorentinKilimani,"Kilimani,Nairobi",3,3,75000,PerMonth
1089,FlattorentinNyali,Nyali,3,2,45000,PerMonth
1090,FlattorentinSpringValley,"GrevilleaGroveSpringValley,SpringValley,Nairobi",2,3,65000,PerMonth
1091,FlattorentinWestlands,"Westlands,Nairobi",2,2,100000,PerMonth
1092,FlattorentinKileleshwa,"Vihigaroad,Kileleshwa,Nairobi",3,3,100000,PerMonth
1093,FlattorentinRiverside,"RiversideDrNairobi,Riverside,Nairobi",3,3,200000,PerMonth
1094,FlattorentinKileleshwa,"Kileleshwa,Nairobi",3,4,70000,PerMonth
1095,FlattorentinNyali,"LinksRdMombasa,Nyali,Mombasa",3,2,38000,PerMonth
1096,FlattorentinKileleshwa,"Kileleshwa,Nairobi",1,1,110000,PerMonth
1097,FlattorentinKahawaWendani,"ThikaRdNairobi,KahawaWendani,Nairobi",4,2,57750,PerMonth
1098,FlattorentinKilimani,"Kilimani,Nairobi",2,3,65000,PerMonth
1099,FlattorentinKilimani,"Kilimani,Nairobi",2,3,65000,PerMonth
1100,FlattorentinWestlands,Westlands,3,3,78000,PerMonth
1101,FlattorentinMuthaiga,"Muthaiga,Nairobi",4,5,300000,PerMonth
1102,FlattorentinNyali,"Nyali,Mombasa",1,1,5000,PerDay
1103,FlattorentinWestlands,"Westlands,Nairobi",4,2,165000,PerMonth
1104,FlattorentinKikuyu,"KikuyuTownBusparkKikuyu,Kikuyu,Kikuyu",3,3,55000,PerMonth
1105,FlattorentinShanzu,"Shanzu,Mombasa",1,1,55000,PerMonth
1106,FlattorentinWestlands,"Westlandsdowntown,Westlands,Nairobi",2,2,75000,PerMonth
1107,FlattorentinHurlingham,Hurlingham,2,2,75000,PerMonth
1108,FlattorentinKileleshwa,"KileleshwaNairobi,Kileleshwa,Nairobi",2,2,55000,PerMonth
1109,FlattorentinKilimani,"Kilimani,Nairobi",3,3,75000,PerMonth
1110,FlattorentinNyali,Nyali,3,2,45000,PerMonth
1111,FlattorentinSpringValley,"GrevilleaGroveSpringValley,SpringValley,Nairobi",2,3,65000,PerMonth
1112,FlattorentinWestlands,"Westlands,Nairobi",2,2,100000,PerMonth
1113,FlattorentinKileleshwa,"Vihigaroad,Kileleshwa,Nairobi",3,3,100000,PerMonth
1114,FlattorentinRiverside,"RiversideDrNairobi,Riverside,Nairobi",3,3,200000,PerMonth
1115,FlattorentinKileleshwa,"Kileleshwa,Nairobi",3,4,70000,PerMonth
1116,FlattorentinNyali,"LinksRdMombasa,Nyali,Mombasa",3,2,38000,PerMonth
1117,FlattorentinKileleshwa,"Kileleshwa,Nairobi",1,1,110000,PerMonth
1118,FlattorentinKahawaWendani,"ThikaRdNairobi,KahawaWendani,Nairobi",4,2,57750,PerMonth
1119,FlattorentinKilimani,"Kilimani,Nairobi",2,3,65000,PerMonth
1120,FlattorentinWestlands,Westlands,3,3,78000,PerMonth
1121,FlattorentinMuthaiga,"Muthaiga,Nairobi",4,5,300000,PerMonth
1122,FlattorentinNyali,"Nyali,Mombasa",1,1,5000,PerDay
1123,FlattorentinWestlands,"Westlands,Nairobi",4,2,165000,PerMonth
1124,FlattorentinKikuyu,"KikuyuTownBusparkKikuyu,Kikuyu,Kikuyu",3,3,55000,PerMonth
1125,FlattorentinShanzu,"Shanzu,Mombasa",1,1,55000,PerMonth
1126,FlattorentinWestlands,"Westlandsdowntown,Westlands,Nairobi",2,2,75000,PerMonth
1127,FlattorentinHurlingham,Hurlingham,2,2,75000,PerMonth
