,location,bedrooms,bathrooms,price
984,"Rhapta Road, Westlands Area, Westlands",1,1,100000
985,"Oldonyo Sabuk, General Mathenge, Westlands",2,1,100000
986,"Riverside, Westlands",4,4,100000
987,"Brookside, Westlands",3,1,100000
988,"Westlands Area, Westlands",2,2,100000
989,"Kileleshwa, Dagoretti North",2,2,100000
990,"Brookside, Westlands",3,3,100000
991,"Kileleshwa, Dagoretti North",3,3,100000
992,"Brookside, Westlands",3,3,100000
993,"Shanzu, Kisauni",3,3,100000
994,"Parklands, Westlands",4,4,100000
995,"Westlands Area, Westlands",2,1,100000
996,"Thika Road, Thika Road",2,2,100000
997,"Kolobot Drive, Kilimani, Dagoretti North",3,2,100000
998,"Kilimani, Dagoretti North",3,3,100000
999,"Mbaazi, Lavington, Dagoretti North",1,1,100000
1000,"Kindaruma , Kilimani, Dagoretti North",2,2,100000
1001,"Mbaazi, Lavington, Dagoretti North",1,1,100000
1002,"Dennis Pritt, Kilimani, Dagoretti North",3,3,100000
1003,"Laikipia Rd, Kileleshwa, Dagoretti North",2,2,100000
1004,"General Mathenge, General Mathenge, Westlands",3,3,100000
1005,"kilimani, kilimani, Kilimani, Dagoretti North",3,3,100000
1006,"mvuli road, Rhapta Road, Westlands",3,3,100000
1007,"Brookside groove, Brookside, Westlands",2,2,100000
1008,"Kilimani, Dagoretti North",3,2,100000
1009,"Parklands, Westlands",3,2,100000
1010,"Thigiri, Westlands",1,1,100000
1011,"Kilimani, Dagoretti North",1,1,100000
1012,"Valley Arcade, Lavington, Dagoretti North",3,3,100000
1013,"General Mathenge, General Mathenge, Westlands",3,3,100000
1014,"Off Othaya Road, Kileleshwa, Dagoretti North",3,3,100000
1015,"General Mathenge, Westlands",3,2,100000
1016,"Siaya Road, Kileleshwa, Dagoretti North",3,3,100000
1017,"Westlands Area, Westlands",2,2,100000
1018,"Nyari, Westlands",1,1,100000
1019,"Kileleshwa, Dagoretti North",1,1,100000
1020,"Kileleshwa, Dagoretti North",2,1,100000
1021,"Kileleshwa, Dagoretti North",2,2,100000
1022,"Kilimani, Dagoretti North",3,3,100000
1023,"Nyari, Westlands",1,1,100000
1024,"Kileleshwa, Kileleshwa, Kileleshwa, Dagoretti North",2,2,100000
1025,"Kileleshwa, Dagoretti North",3,3,100000
1026,"Riara road, Riara Road, Dagoretti North",4,4,100000
1027,"Lavington, Dagoretti North",3,2,100000
1028,"21 03 25, 33 RA, Lavington, Dagoretti North",4,4,100000
1029,"Parklands, Westlands",3,3,100000
1030,"Nyari, Westlands",1,1,100000
1031,"Lenana road, Kilimani, Dagoretti North",3,3,100000
1032,"Wuyi Plaza Galana Road, Kilimani, Dagoretti North",3,2,102000
1033,"Lenana rd,kilimani, Kilimani, Dagoretti North",1,1,105000
1034,"Kileleshwa, Dagoretti North",2,2,105000
1035,"Sports Road, Rhapta Road, Westlands",1,1,105000
1036,"Brookside, Westlands",2,2,110000
1037,"Kilimani, Dagoretti North",3,2,110000
1038,"Rhapta Road, Westlands",3,3,110000
1039,"Kilimani, Dagoretti North",3,3,110000
1040,"Riverside, Riverside, Riverside, Westlands",1,1,110000
1041,"Kilimani, Dagoretti North",3,2,110000
1042,"Kindaruma rd, Kilimani, Dagoretti North",1,1,110000
1043,"Dennis Sprit, Kilimani, Dagoretti North",3,3,110000
1044,"KANDARA ROAD, Kileleshwa, Dagoretti North",3,3,110000
1045,"Rhapta road, Rhapta Road, Westlands",3,3,110000
1046,"lavington, Lavington, Lavington, Dagoretti North",3,2,110000
1047,"kilimani, Kilimani, Kilimani, Dagoretti North",3,3,110000
1048,"kileleshwa, Kileleshwa, Kileleshwa, Dagoretti North",3,3,110000
1049,"KILIMANI, WOOD AVENUE, Kilimani, Dagoretti North",3,3,110000
1050,"Muthaiga Area, Muthaiga",3,2,110000
1051,"Kahawa West, Roysambu",4,3,110000
1052,"General Mathenge, Westlands",2,2,110000
1053,"Parklands, Westlands",3,3,110000
1054,"Riverside Drive, Riverside, Westlands",3,3,110000
1055,"Lavington, Dagoretti North",3,3,110000
1056,"Riverside Drive, Riverside, Westlands",3,3,110000
1057,"Kilimani, Dagoretti North",3,3,110000
1058,"Westlands Area, Westlands",4,3,110000
1059,"Denis sprit , Kitale Lane , Kilimani, Dagoretti North",1,1,110000
1060,"westlands Avenue , Westlands Area, Westlands",3,3,110000
1061,"Mbaazi, Lavington, Dagoretti North",2,2,110000
1062,"Westlands, Westlands Area, Westlands",1,1,110000
1063,"Riara Road, Riara Road, Dagoretti North",3,3,110000
1064,"Siaya Road, Kileleshwa, Dagoretti North",2,2,110000
1065,"kilimani, Kilimani, Kilimani, Dagoretti North",3,3,110000
1066,"riverside, Riverside, Riverside, Westlands",4,3,110000
1067,"riverside, Riverside, Riverside, Westlands",3,3,110000
1068,"Lavington, Dagoretti North",1,1,110000
1069,"Westlands Area, Westlands",1,1,110000
1070,"Ngong Road, Ngong Road",6,6,110000
1071,"Acacia Drive Off Ruaka Road, Runda, Westlands",3,1,110000
1072,"marist lane, Karen, Langata",3,3,110000
1073,"Ring Road Kilimani, Kilimani, Dagoretti North",3,3,110000
1074,"Riara Road, Kilimani, Dagoretti North",4,3,110000
1075,"Walk To Yaya, Kilimani, Dagoretti North",3,3,110000
1076,"Muthangari Drive, Waiyaki Way, Westlands",2,2,110000
1077,"Rhapta Road, Westlands",1,1,110000
1078,"9 Riverside Garden Close, Riverside Garden Close, Riverside, Westlands",3,3,110000
1079,"Suguta Road, Kileleshwa, Dagoretti North",3,3,110000
1080,"Riverside, Westlands",3,3,110000
1081,"General Mathenge, General Mathenge, Westlands",2,2,110000
1082,"Lavington, Dagoretti North",3,3,110000
1083,"Riverside, Westlands",3,3,110000
1084,"Westlands Area, Westlands",3,3,110000
1085,"Parklands, Westlands",3,2,110000
1086,"Brookside, Westlands Area, Westlands",3,3,110000
1087,"Kilimani, Dagoretti North",3,2,110000
1088,"Lavington, Dagoretti North",4,2,110000
1089,"Chaka Road , Kilimani, Dagoretti North",3,3,110000
1090,"Kilimani, Dagoretti North",2,2,110000
1091,"kileleshwa, Kileleshwa, Kileleshwa, Dagoretti North",4,3,110000
1092,"kilimani, kilimani, Kilimani, Dagoretti North",3,3,110000
1093,"Hurlingham Kilimani, Kilimani, Dagoretti North",3,3,110000
1094,"Brookside, Westlands",4,3,110000
1095,"Kilimani, Dagoretti North",3,2,110000
1096,"Westlands Area, Westlands",1,1,110000
1097,"Riverside, Westlands",3,2,110000
1098,"Lavington, Dagoretti North",3,2,110000
1099,"Westlands Area, Westlands",1,1,110000
1100,"Kileleshwa, Dagoretti North",3,3,110000
1101,"Kilimani, Dagoretti North",2,2,110000
1102,"Kirichwa road, Kilimani, Dagoretti North",3,3,110000
1103,"Parklands, Parklands, Westlands",4,4,110000
1104,"Near Sarit Center, Brookside, Westlands",3,2,110000
1105,"N/a, Near Yaya Centre, Kilimani, Dagoretti North",1,1,110000
1106,"Westlands Area, Westlands",1,1,110000
1107,"Rhapta Road, Westlands Area, Westlands",2,2,110000
1108,"Rhapta Road, Westlands Area, Westlands",2,2,110000
1109,"School Lane, Westlands Area, Westlands",1,1,110000
1110,"Rhapta Road, Westlands",3,2,110000
1111,"Lavington, Dagoretti North",3,2,110000
1112,"Kilimani, Dagoretti North",2,2,110000
1113,"Kileleshwa, Dagoretti North",3,3,112000
1114,"2Nd Parklands, Parklands, Westlands",3,3,112500
1115,"Sports Road, Palm Flats, Westlands Area, Westlands",3,3,115000
1116,"Riara Road, Riara Road, Dagoretti North",3,3,115000
1117,"Parklands, Westlands",3,2,115000
1118,"Westlands, Rhapta Road, Westlands",3,3,115000
1119,"Westlands Area, Westlands",3,2,115000
1120,"Waiyaki Way, Westlands",2,1,115000
1121,"Parklands, Westlands",4,2,115000
1122,"Kilimani, Dagoretti North",3,2,115000
1123,"Riverside, Westlands",3,1,115000
1124,"Marcus, Kilimani, Kilimani, Dagoretti North",1,1,115000
1125,"Westlands Area, Westlands",3,3,115000
1126,"Kilimani, Dagoretti North",3,3,115000
1127,"Elgoyo marakwet road, Kilimani, Dagoretti North",3,2,115000
1128,"Kilimani, Dagoretti North",2,2,115000
1129,"Rhapta Rd, Westlands Area, Westlands",3,3,115000
1130,"Rhapta Rd , Westlands Area, Westlands",3,3,115000
1131,"Westlands Area, Westlands",3,3,115000
1132,"Kileleshwa, Dagoretti North",3,3,115000
1133,"Kilimani, Dagoretti North",3,3,115000
1134,"Kilimani, Dagoretti North",3,3,115000
1135,"Lavington, Dagoretti North",4,4,115000
1136,"Rhapta Rd , Rhapta Road, Westlands",3,3,115000
1137,"Sandalwood, Riverside, Westlands",3,3,115000
1138,"Rhapta Rd, Rhapta Road, Westlands",3,3,115000
1139,"Laikipia Road, Kileleshwa, Dagoretti North",1,1,115000
1140,"Muringa Rd, Kilimani, Dagoretti North",3,3,115000
1141,"Lavington, Dagoretti North",3,3,118000
1142,"Off Riverside Drive, Riverside, Westlands",3,2,120000
1143,"East Church Road, Rhapta Road, Westlands",3,2,120000
1144,"Lavington, Lavington, Dagoretti North",2,2,120000
1145,"Rhapta Road, Rhapta Road, Westlands",3,3,120000
1146,"Riara Road, Dagoretti North",3,3,120000
1147,"Lavington, Dagoretti North",3,2,120000
1148,"East Church Road, Rhapta Road, Westlands",4,4,120000
1149,"Hurlingham, Dagoretti North",1,1,120000
1150,"Kilimani, Kilimani, Dagoretti North",3,2,120000
1151,"Chania Avenue, Kilimani, Dagoretti North",4,3,120000
1152,"General Mathenge, Westlands",3,3,120000
1153,"Suguta Road, Suguta Road - Kileleshwa, Kileleshwa, Dagoretti North",2,2,120000
1154,"Lavington, Dagoretti North",3,3,120000
1155,"Riverside, Westlands",3,3,120000
1156,"Riverside Drive, Nairobi , Riverside, Westlands",3,1,120000
1157,"Riara Road, Riara Road, Dagoretti North",2,1,120000
1158,"Riverside, Westlands",3,3,120000
1159,"General Mathenge, Westlands",4,4,120000
1160,"Off Waiyaki Way, Waiyaki Way, Westlands",4,3,120000
1161,"Kilimani, Dagoretti North",3,3,120000
1162,"Kileleshwa, Dagoretti North",3,3,120000
1163,"Westlands Area, Westlands",3,3,120000
1164,"Rhapta Road, Westlands Area, Westlands",3,3,120000
1165,"Rhapta Road, Rhapta Road, Westlands",3,3,120000
1166,"Waiyaki Way, Westlands",3,3,120000
1167,"School Lane, Westlands Area, Westlands",3,3,120000
1168,"Dennis Pritt, Kilimani, Dagoretti North",3,3,120000
1169,"Kileleshwa, Dagoretti North",2,2,120000
1170,"Brookside, Westlands",4,2,120000
1171,"Westlands Area, Westlands",1,1,120000
1172,"Riverside, Westlands",3,3,120000
1173,"Lavington, Dagoretti North",3,3,120000
1174,"21 05 05, 25 RA, Westlands Area, Westlands",3,3,120000
1175,"Swaminarayan Road, Parklands, Westlands",3,3,120000
1176,"Kilimani, Dagoretti North",3,3,120000
1177,"Dennis Pritt, Kilimani, Dagoretti North",1,1,120000
1178,"Othaya, Kileleshwa, Dagoretti North",1,1,120000
1179,"Mbaazi, Masanduku, Lavington, Dagoretti North",3,3,120000
1180,"Chania Avenue, Kilimani, Dagoretti North",4,2,120000
1181,"Chania Avenue, Kilimani, Dagoretti North",3,2,120000
1182,"Kilimani, Dagoretti North",2,2,120000
1183,"Westlands Area, Westlands",3,2,120000
1184,"Riverside, Westlands",3,2,120000
1185,"Menelik Rd, Kilimani, Nairobi, Nairobi County, KE, Kilimani, Dagoretti North",3,3,120000
1186,"Kileleshwa, Dagoretti North",3,3,120000
1187,"Parklands, Westlands",4,4,120000
1188,"Kilimani, Dagoretti North",4,3,120000
1189,"westlands, Westlands Area, Westlands",1,1,120000
1190,"Parklands Road, Westlands, Nairobi, Parklands, Westlands",3,2,120000
1191,"Lavington, Dagoretti North",3,3,120000
1192,"Riverside, Westlands",2,2,120000
1193,"Thome, Roysambu",3,3,120000
1194,"Rhapta Road, Westlands",3,3,120000
1195,"Kileleshwa, Dagoretti North",3,2,120000
1196,"General Mathenge , Westlands Area, Westlands",3,3,120000
1197,"Riverside Dr, Westlands Area, Westlands",3,3,120000
1198,"State House, Dagoretti North",2,2,120000
1199,"King'ara Close, Off King'ara Road, Riara Road, Dagoretti North",3,2,120000
1200,"Rhapta Road, Westlands Area, Westlands",3,3,120000
1201,"Rhapta Road, Westlands",3,3,120000
1202,"vihiga Road, Vihiga Road, Kileleshwa, Dagoretti North",3,3,120000
1203,"Kilimani, Dagoretti North",1,1,120000
1204,"Kilimani, Dagoretti North",3,3,120000
1205,"Menelik Rd, Kilimani, Dagoretti North",3,3,120000
1206,"Kileleshwa, Dagoretti North",3,3,120000
1207,"Lavington, Dagoretti North",3,3,120000
1208,"Westlands Area, Westlands",3,3,120000
1209,"General Mathenge, General Mathenge, Westlands",1,1,120000
1210,"Lantana, Westlands Area, Westlands",4,3,120000
1211,"General Mathenge, Westlands",2,2,120000
1212,"1 Kilimani, Kilimani, Dagoretti North",3,3,120000
1213,"Kayawe, Kayawe, Kilimani, Dagoretti North",3,3,120000
1214,"Muthangari drive, Waiyaki Way, Westlands",2,2,120000
1215,"Laikipia Rd, Kileleshwa, Dagoretti North",2,2,120000
1216,"Kileleshwa, Dagoretti North",3,3,120000
1217,"kileleshwa, Kileleshwa, Kileleshwa, Dagoretti North",4,4,120000
1218,"Kilimani, Dagoretti North",3,3,120000
1219,"Gitanga, Gitanga Road, Lavington, Dagoretti North",3,3,120000
1220,"Westlands road, Westlands Area, Westlands",1,1,120000
1221,"Westlands Area, Westlands",3,2,120000
1222,"Lavington, Dagoretti North",2,2,120000
1223,"Brookside Drive, Parklands, Westlands",4,3,120000
1224,"Gitanga Road, Lavington, Dagoretti North",3,2,120000
1225,"Riara Rd Maziwa,Lavington, Lavington, Dagoretti North",3,3,120000
1226,"Mandera Road, Kileleshwa, Dagoretti North",3,3,120000
1227,"Kilimani, Dagoretti North",2,2,120000
1228,"Gitanga road, Lavington, Lavington, Dagoretti North",3,3,120000
1229,"kolobot drive, Kilimani, Dagoretti North",3,2,120000
1230,"Near Valley Arcade, Lavington, Dagoretti North",3,3,120000
1231,"Yaya center, Kilimani, Dagoretti North",3,1,120000
1232,"Riara Rd, Lavington, Dagoretti North",2,2,120000
1233,"Westlands Area, Westlands",2,2,120000
1234,"Westlands Area, Westlands",2,2,120000
1235,"Westlands Area, Westlands",2,2,120000
1236,"Westlands Area, Westlands",1,1,120000
1237,"Kileleshwa, Dagoretti North",2,2,120000
1238,"Kileleshwa, Dagoretti North",3,3,120000
1239,"Rhapta Road, Westlands Area, Westlands",3,2,120000
1240,"Kilimani, Dagoretti North",4,1,120000
1241,"Kilimani, Dagoretti North",3,3,120000
1242,"Riverside Drive, Westlands, Nairobi , Riverside, Westlands",3,1,120000
1243,"Riverside, Westlands",3,3,120000
1244,"Kilimani, Dagoretti North",1,1,120000
1245,"Westlands Area, Westlands",4,1,120000
1246,"Riverside, Westlands",4,4,120000
1247,"Rose Avenue, Kilimani, Dagoretti North",2,2,120000
1248,"Karen, Langata",2,2,120000
1249,"Westlands Area, Westlands",2,2,120000
1250,"General Mathenge, Westlands",3,3,122000
1251,"Rhapta Road, Westlands",3,2,123000
1252,"General Mathenge, Westlands",3,3,125000
1253,"Riverside Place Apartment, Riverside, Westlands",3,3,125000
1254,"Chania Avenue, Kilimani, Dagoretti North",3,3,125000
1255,"Parklands, Westlands",3,3,125000
1256,"Kilimani, Dagoretti North",2,2,125000
1257,"Kileleshwa, Dagoretti North",3,3,125000
1258,"kilimani, Kilimani, Kilimani, Dagoretti North",3,3,125000
1259,"riverside, Riverside, Riverside, Westlands",3,3,125000
1260,"Kilimani, Dagoretti North",2,2,125000
1261,"Kilimani, Dagoretti North",2,2,125000
1262,"Chania Avenue, Kilimani, Dagoretti North",3,3,125000
1263,"Tabere Cresent Road, Kileleshwa, Dagoretti North",2,2,125000
1264,"Westlands Area, Westlands",2,2,125000
1265,"Rhapta Road, Westlands",4,4,125000
1266,"Lavington, Dagoretti North",3,3,125000
1267,"Lenana Road, Kilimani, Dagoretti North",3,3,125000
1268,"Rhapta Road, Westlands",3,3,125000
1269,"Kilimani, Dagoretti North",3,3,125000
1270,"Westlands Area, Westlands",3,2,125000
1271,"Lavington, Dagoretti North",3,3,125000
1272,"Riverside, Westlands",3,3,125000
1273,"Westlands Area, Westlands",3,3,128000
1274,"Off Riverside Drive, Riverside, Westlands",4,4,130000
1275,"Gatundu Close, Kileleshwa, Dagoretti North",3,3,130000
1276,"Kikambala, Kileleshwa, Dagoretti North",3,2,130000
1277,"Westlands Area, Westlands",3,3,130000
1278,"Westlands Area, Westlands",3,3,130000
1279,"School Lane, Lower Kabete, Westlands",2,2,130000
1280,"Oloitoktok Road, Kileleshwa, Dagoretti North",2,2,130000
1281,"Near Banda School, Karen, Langata",2,2,130000
1282,"Rhapta Road, Westlands Area, Westlands",3,2,130000
1283,"kilimani, Kilimani, Dagoretti North",3,3,130000
1284,"KILELESHWA, LAIKIPIA ROAD, Kileleshwa, Dagoretti North",3,3,130000
1285,"Riverside Place Apartment, Riverside, Westlands",3,3,130000
1286,"Lavington, Dagoretti North",2,2,130000
1287,"Brookside, Westlands",3,3,130000
1288,"Westlands Area, Westlands",3,3,130000
1289,"General Mathenge, Westlands",3,3,130000
1290,"Mwanzi Road, Westlands Area, Westlands",2,2,130000
1291,"Kilimani, Dagoretti North",3,3,130000
1292,"Denis Pritt, Kilimani, Dagoretti North",2,2,130000
1293,"Rhapta Road, Westlands Area, Westlands",4,3,130000
1294,"Westlands Area, Westlands",3,3,130000
1295,"Ngong Road, Ngong Road",2,2,130000
1296,"Kileleshwa, Dagoretti North",4,3,130000
1297,"Brookside Drive, Brookside Heights, Brookside, Westlands",3,3,130000
1298,"mvuli road, Westlands Area, Westlands",3,2,130000
1299,"21 05 03, 05 RA, Kileleshwa, Dagoretti North",4,4,130000
1300,"Riverside Drive, Riverside, Westlands",2,2,130000
1301,"Karen, Langata",2,2,130000
1302,"Riverside, Westlands",3,3,130000
1303,"kileleshwa, Kileleshwa, Kileleshwa, Dagoretti North",3,3,130000
1304,"Rose avenue, Kilimani, Dagoretti North",2,2,130000
1305,"Valley Arcade, Lavington, Dagoretti North",4,3,130000
1306,"School Lane, Brookside, Westlands",3,3,130000
1307,"Parklands, Westlands",1,1,130000
1308,"Riverside, Westlands",3,3,130000
1309,"Kilimani, Dagoretti North",3,3,130000
1310,"84 Riverside Drive, Riverside, Westlands",3,2,130000
1311,"Riverside, Riverside, Westlands",3,3,130000
1312,"Kileleshwa, Dagoretti North",3,2,130000
1313,"Westlands Area, Westlands",3,3,130000
1314,"Westlands Area, Westlands",3,3,130000
1315,"Raphta Road, Westlands Area, Westlands",3,3,130000
1316,"11, Riverside Drive, Riverside, Westlands",3,3,130000
1317,"Near Valley Arcade, Lavington, Dagoretti North",3,3,130000
1318,"Lavington, Dagoretti North",3,3,130000
1319,"Riverside, Westlands",3,3,130000
1320,"Kileleshwa, Dagoretti North",3,3,130000
1321,"Riverside, Westlands",3,3,130000
1322,"Westlands Area, Westlands",4,2,130000
1323,"Mandera Road, Kileleshwa, Dagoretti North",1,1,130000
1324,"Riverside Drive, Riverside, Westlands",3,3,130000
1325,"Runda, Westlands",2,2,130000
1326,"Westlands Area, Westlands",4,1,130000
1327,"Riverside, Westlands",4,3,130000
1328,"Riverside, Westlands",3,3,130000
1329,"Lavington, Dagoretti North",2,2,130000
1330,"Riverside, Westlands",2,1,130000
1331,"Othaya Road, Lavington, Dagoretti North",3,3,130000
1332,"Rhapta Road, Westlands",3,3,130000
1333,"Kilimani, Dagoretti North",4,4,130000
1334,"gatundu, Gatundu, Kileleshwa, Dagoretti North",2,2,130000
1335,"Kilimani Road , Kilimani, Dagoretti North",4,3,130000
1336,"Kilimani, Dagoretti North",3,3,130000
1337,"Riverside Drive, Riverside, Westlands",2,2,130000
1338,"Riverside Drive, Riverside, Westlands",3,3,130000
1339,"Riverside Drive, Riverside, Westlands",3,3,130000
1340,"Riverside Drive, Riverside, Westlands",3,3,130000
1341,"Sandalwood Lane Off Riverside Drive, Riverside, Westlands",3,3,130000
1342,"Kileleshwa, Dagoretti North",3,2,130000
1343,"KILIMANI ROAD, Kilimani, Dagoretti North",4,3,130000
1344,"Parklands, Westlands",4,3,130000
1345,"Lavington, Dagoretti North",2,2,130000
1346,"riverra towers, Nyangumi Road, Kilimani, Dagoretti North",3,3,130000
1347,"Lantana, Rhapta Road, Westlands",4,4,130000
1348,"Rhapta Road, Westlands",3,3,130000
1349,"General Mathenge, Westlands",3,3,130000
1350,"Hurligham, Kindaruma Road, Kilimani, Dagoretti North",2,2,130000
1351,"Lavington, Dagoretti North",4,4,130000
1352,"Makueni Rd, Kileleshwa, Nairobi, Kileleshwa, Dagoretti North",3,3,130000
1353,"Tigoni Road, Kilimani, Dagoretti North",3,3,130000
1354,"Parklands, Westlands",4,4,130000
1355,"Riverside Dr, Westlands Area, Westlands",3,1,130000
1356,"Lavington, Dagoretti North",4,3,130000
1357,"School Lane, Brookside, Westlands",3,3,130000
1358,"Lavington, Dagoretti North",3,1,130000
1359,"Riverside, Westlands",3,3,130000
1360,"Riverside, Westlands",3,3,130000
1361,"Raphta Road, Rhapta Road, Westlands",3,3,130000
1362,"Westlands, Westlands, Westlands Area, Westlands",1,1,130000
1363,"Kileleshwa, Dagoretti North",3,3,130000
1364,"21 04 22, 26 RA, Riverside, Westlands",3,3,130000
1365,"Riverside, Westlands",3,2,130000
1366,"Raphta Road, Westlands Area, Westlands",3,3,132000
1367,"Kilimani, Dagoretti North",3,3,132000
1368,"Keiyo Road, Parklands, Westlands",1,1,133000
1369,"kilimani, Kilimani, Kilimani, Dagoretti North",4,3,135000
1370,"Lavington, Dagoretti North",3,3,135000
1371,"Waiyaki Way, Westlands",4,3,135000
1372,"General Mathenge, Westlands",3,3,135000
1373,"Kileleshwa, Dagoretti North",3,3,135000
1374,"Parklands, Parklands, Westlands",4,4,135000
1375,"Rhapta Road, Westlands Area, Westlands",1,1,135000
1376,"Laikipia Road, Kileleshwa, Dagoretti North",2,2,135000
1377,"1st Parklands Avenue, Parklands, Westlands",3,3,135000
1378,"Pilipili way, Westlands Area, Westlands",2,2,135000
1379,"Lavington, Dagoretti North",3,2,135000
1380,"Waiyaki Way, Westlands",4,3,135000
1381,"Brookside Drive, Brookside, Westlands",3,3,135000
1382,"Westlands Area, Westlands",2,2,135000
1383,"Waiyaki Way, Westlands Area, Westlands",2,2,135000
1384,"Riara Road, Kilimani, Nairobi , Kilimani, Dagoretti North",4,3,135000
1385,"Rhapta Road, Westlands",3,3,136000
1386,"Mpaka Rd, Westlands Area, Westlands",3,2,140000
1387,"Riverside Drive, Riverside, Westlands",1,1,140000
1388,"General Mathenge, General Mathenge, Westlands",4,4,140000
1389,"Rhapta Rd, Rhapta Road, Westlands",3,3,140000
1390,"Riverside close, Riverside, Westlands",2,2,140000
1391,"Lavington, Dagoretti North",3,3,140000
1392,"Lavington, Dagoretti North",4,4,140000
1393,"Mbaazi, Lavington, Dagoretti North",2,2,140000
1394,"Naivasha Avenue, Old Muthaiga, Muthaiga",1,1,140000
1395,"Riverside, Westlands",2,1,140000
1396,"Lenana rd,kilimani, Kilimani, Dagoretti North",2,2,140000
1397,"Othaya Road, Kileleshwa, Dagoretti North",3,3,140000
1398,"Laikipia Road, Kileleshwa, Dagoretti North",3,2,140000
1399,"Off Riara, Lavington, Dagoretti North",3,3,140000
1400,"Lavington, Lavington, Lavington, Dagoretti North",3,3,140000
1401,"Kilimani, Dagoretti North",3,3,140000
1402,"Kileleshwa, Dagoretti North",4,4,140000
1403,"Brookside, Brookside, Westlands",1,1,140000
1404,"Parklands, Westlands",3,1,140000
1405,"Waiyaki Way, Westlands",4,3,140000
1406,"Jambo Regency Apartments, Waiyaki Way, Westlands",4,3,140000
1407,"Lavington, Dagoretti North",1,1,140000
1408,"Rhapta Road, Westlands",4,3,140000
1409,"Fahari Palace Apartments, Church Road, Westlands Area, Westlands",2,2,140000
1410,"Off Dennis Pritt Road, Kileleshwa, Dagoretti North",3,2,140000
1411,"Westlands Area, Westlands",2,2,140000
1412,"Parklands, Westlands",3,3,140000
1413,"Lower Kabete, Westlands",3,3,140000
1414,"Mpaka Road, Westlands Area, Westlands",2,2,140000
1415,"Ngong Rd, Kilimani, Dagoretti North",2,2,140000
1416,"Riverside drive , Riverside, Westlands",1,1,140000
1417,"kindaruma road, Kilimani, Dagoretti North",2,2,140000
1418,"riverside, Riverside, Riverside, Westlands",3,3,140000
1419,"Parklands, Westlands",3,3,140000
1420,"Brookside, Brookside, Westlands",3,3,140000
1421,"Brookside, Westlands Area, Westlands",3,3,140000
1422,"Westlands Area, Westlands",3,3,140000
1423,"Kileleshwa, Dagoretti North",3,2,140000
1424,"Riverside, Westlands",3,3,140000
1425,"Lavington, Dagoretti North",3,3,140000
1426,"Othaya Road, Kileleshwa, Dagoretti North",3,3,140000
1427,"Kileleshwa, Dagoretti North",2,2,140000
1428,"Lavington, Dagoretti North",3,3,140000
1429,"Kilimani, Dagoretti North",2,2,140000
1430,"Waiyaki Way, Westlands",2,2,140000
1431,"Riverside, Westlands",2,2,140000
1432,"Kilimani, Dagoretti North",3,2,140000
1433,"Kilimani, Dagoretti North",2,2,140000
1434,"General Mathenge, Westlands",3,2,140000
1435,"suguta road, Kileleshwa, Dagoretti North",2,2,140000
1436,"General Mathenge, Westlands",2,2,140000
1437,"Brookside, Westlands Area, Westlands",3,3,140000
1438,"Westlands, Brookside, Westlands",3,3,140000
1439,"near Valley arcade shopping, Valley Arcade, Dagoretti North",3,3,140000
1440,"Riverside, Westlands",4,3,140000
1441,"Westlands Area, Westlands",2,2,140000
1442,"Kilimani, Dagoretti North",2,2,140000
1443,"5Th Avenue, Parklands, Westlands",4,4,140000
1444,"Riverside, Westlands",3,3,140000
1445,"Githuri Road, Parklands, Westlands",4,4,145000
1446,"Kilimani, Dagoretti North",3,3,145000
1447,"Thika Road, Thika Road",3,3,145000
1448,"Gatundu Road, Kileleshwa, Nairobi, Kileleshwa, Dagoretti North",3,3,145000
1449,"Parklands, Westlands",4,4,145000
1450,"kileleshwa, Kileleshwa, Kileleshwa, Dagoretti North",3,3,145000
1451,"Westlands Area, Westlands",2,2,145000
1452,"Kilimani, Dagoretti North",3,3,145000
1453,"kileleshwa, Kileleshwa, Kileleshwa, Dagoretti North",3,3,145000
1454,"Argwings Kodhek Rd, Kilimani, Dagoretti North",2,2,150000
1455,"Kilimani, Dagoretti North",4,4,150000
1456,"Othaya Rd, Lavington, Dagoretti North",4,4,150000
1457,"Laikipia Rd, Riverside, Westlands",2,2,150000
1458,"Laikipia , Kileleshwa, Dagoretti North",2,2,150000
1459,"Riverside, Westlands",3,3,150000
1460,"General Mathenge, Westlands",3,3,150000
1461,"Othaya Road, Lavington, Dagoretti North",4,4,150000
1462,"Siaya Road, Kileleshwa, Dagoretti North",4,4,150000
1463,"Parklands Road, Westlands, Nairobi, Parklands, Westlands",4,3,150000
1464,"Westlands Area, Westlands",4,4,150000
1465,"Kileleshwa, Dagoretti North",4,4,150000
1466,"Lavington, Dagoretti North",2,2,150000
1467,"Kilimani, Dagoretti North",2,2,150000
1468,"Westlands Area, Westlands",4,3,150000
1469,"Mandera Road, Kileleshwa, Dagoretti North",3,3,150000
1470,"Lantana Road, Rhapta Road, Westlands",4,4,150000
1471,"1, Redhill drive, Nyari, Westlands",3,3,150000
1472,"Kileleshwa, Dagoretti North",4,3,150000
1473,"Riverside, Westlands",3,3,150000
1474,"Kindaruma Road, Kilimani, Dagoretti North",2,2,150000
1475,"Rhapta Road, Westlands",3,3,150000
1476,"Rose Avenue, Kilimani, Dagoretti North",3,2,150000
1477,"Kilimani, Dagoretti North",3,3,150000
1478,"Westlands Area, Westlands",2,2,150000
